misconception_id,misconception,tweet,tweet_id,label
55,Drinking Corona-brand beer causes COVID-19.,"During cold, flu and COVID-19 pandemics, you might want to rethink purchasing from soup bars.",1233932820046897152,na
2,Drinking large amounts of water will protect against coronavirus.,"CDC says shaving beards is a good preventative measure for coronavirus, but aren’t those guys drinking PBR?",1233935766084079616,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,"Should humanity pause and reassess what’s important? Community Vs. Economy.
Coronavirus: Nasa images show China pollution clear amid slowdown - BBC News",1233974290732724224,na
33,Eating cabbage prevents coronavirus infection.,Singapore using antibody tests to track Coronavirus  infections.,1233940272398131200,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,"Posted without comment.  Study of 72,000 COVID-19 patients finds 2.3% death rate | CIDRAP",1233956309248217088,na
24,Coronavirus is cured by shuanghuanglian.,Xi Jinping has buried the truth about coronavirus | Ma Jian,1233969255286067200,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,"TOP STORIES 

- Washington state patient 1st in US to die from COVID-19.
- Weekend activities at Lake Oswego schools cancelled over virus. has a live report. 
- Worker dies at Wilsonville Coca-Cola plant.
Watch live at 5 &amp;",1233905595641524224,na
20,Vitamin D cures coronavirus.,"just bought 20kgs of rice and pasta, 60 cans of tuna, 3 bottles of voddy and bare canned vegetables, coronavirus ain’t taking me 🤓🤓🤓",1233906746646843392,na
7,Boiled ginger can cure coronavirus.,"Bioterror? Today, an old man, behind me, over breakfast, said that he didn't believe in any of that coronavirus, which was another ""thing"" that pharmaceutical companies did every 4 years to increase business. Recommended, vitamin C and echinacea tea. There is no flu to resist.",1233908402885210112,na
8,Vitamin C can prevent coronavirus circulation.,Coronavirus has a 98% survival rate. The flu is more dangerous. Stop the stupidity in the American Stock Exchange,1233953856905711616,na
33,Eating cabbage prevents coronavirus infection.,1 US confirmed death due to coronavirus.,1233984360963022848,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"The World Health Organization (WHO) said Friday people aged 60 and older and have an underlying condition like cardiovascular disease, respiratory condition and diabetes have a risk of developing severe COVID-19. WHO recommended these people avoid crowded areas",1233913880788729856,na
29,Clapping will kill coronavirus.,Global warming will wipe out corona virus.,1233916744391168000,na
9,Africans are more resistant to coronavirus.,Since RNA viruses are known to mutate extremely rapidly I wonder if there's different strains of the coronavirus circulating where some are more deadly than others due to the evolution of the virus.,1233959730755899392,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.",1233938592168325120,na
23,SARS-CoV-2 can survive for weeks on surfaces.,The Coronavirus is alive for 72 hours on the surface...Lawd,1233926982745849856,pos
31,The lifetime of SARS-CoV-2 is only 12 hours.,"The RO is the ""basic reproduction number"" (how many people each sick person infects). With an RO of less than 1 a disease will die out. A typical seasonal flu has an RO of 1.2 (for every 5 people, it spreads to 6 new people). The estimated COVID-19 RO is between 1.4 and 4.",1233952599012806656,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"I wrote this after seeing a tweet that said over 20% of the coronavirus patients will need to be hospitalized, and the US doesn't have the infrastructure for that. 

This pandemic isn't about death tolls...it's about what happens when things stop. That's what should terrify you.",1233949424856027136,na
36,Chloroquine can cure coronavirus,"In Japan, researchers neglect proper treatment for suspected victims of Covid-19.  
 
@USERNAME

My summary and opinion, below.",1233933424160722944,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,"This hyperbolic outrage is laughable considering Jr's claim that dems ""seemingly hope that it (COVID-19) comes here, and kills millions of people so that they could end Donald Trump's streak of winning"".",1233955988627218432,na
10,Coronavirus is caused by 5G.,You poor thing you still believe it is a real virus! You should know better after voting for H.R.4998 that is on @USERNAME’ desk awaiting his signature. Remember when 230 Top Doctors and Scientists issued a health alert that 5G will substantially increase RF-EMF. Think CORONAVIRUS.,1233989874950131712,pos
5,The first person infected is a researcher named Huang Yanling.,"Doctor Jiang Xueqing, also a winner of China's top medical worker award, passed away on Sunday in #Wuhan after infected with #COVID19 when fighting the epidemic on the frontline. Jiang was 55. #RIP",1233941205924212736,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,"""Early diagnosis of COVID-19 is crucial for disease treatment and control. Compared to RT-PCR, chest CT imaging may be a more reliable, practical and rapid method to diagnose and assess COVID-19, especially in the epidemic area,"" the authors wrote.",1233991582703071232,na
51,COVID-19 is only as deadly as the seasonal flu.,"Save your comments, ie sharpie/weather map, Russia didn’t interfere in 2016, Russia won’t interfere in 2020, #coronavirus is not as lethal as the flu, etc. 2/2",1233953724025884672,pos
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"CDC recommends masks for healthcare workers,those w/symptoms of COVID-19 to prevent infection of others,&amp; otherwise only if a healthcare professional recommends it.",1233912278011011072,na
5,The first person infected is a researcher named Huang Yanling.,"Initial reports indicate that the carrier of the virus may have been a merchant who travelled between Qom and Wuhan, in China",1233975272946323456,na
10,Coronavirus is caused by 5G.,"Everything you said is true plus 1 more thing. Coronavirus is not even as deadly as the flu, but the transmission is unique and could be a generally non-lethal experiment in preparation for future germ warfare. I don't trust the Chinese, the communists or the globalists at all.",1233942018264633344,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,"2/5 Due to the CPC's penchant for vanity, corruption and secrecy, the COVID-19 outbreak in the PRC is more destructive than it would have been if the CPC had focused on the welfare of its people.",1233984416361390080,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,"Covid-19 Infects Iranian Vice President, Kills Iran Ambassador To Vatican",1233905943710183424,na
30,Blowing conch shells destroys coronavirus potency.,"If the Coronavirus scare wasn’t enough, 27 people must be tested for hepatitis after cook at fish fry test positive. 10 others become ill from e-coli contaminated cole slaw.",1233909652955500544,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"According to Koontz' Wuhan-400 (the fictional virus), the virus only affects humans. Again, this proves Wuhan-400 is no similar to the real Corona virus",1233944017920024576,na
33,Eating cabbage prevents coronavirus infection.,Wash hands to prevent coronavirus using the CDC official guideline,1233980716498739200,na
9,Africans are more resistant to coronavirus.,Statistically speaking - you are more likely to die from being exposed to the Clintons than you are by being exposed to the corona virus.,1233941086696960000,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,Updated Map Shows How Large Italian Outbreak has Grown:  Coronavirus Map: Tracking the Spread of the Outbreak,1233945181403197440,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.","112 people, housed at quarantine facility in Delhi after being evacuated from Wuhan in China, tested negative for #CoronaVirusUpdate: Official. #COVID19",1233986002668138496,na
8,Vitamin C can prevent coronavirus circulation.,Children can be affected by coronavirus..... YOOO BETT,1233908406844641280,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,"Respectfully, I dont think it is hyperbole. Listen, if people feel better wearing masks, go for it. But it has created a serious hospital shortage. And there is no data I know of that public wearing of masks helps stop spread of COVID-19.",1233926504561532928,na
